Time Entered (hr), Time Spend (min), Rushing, Senior
6.39,19.65,Normal,false
12.22,20.48,Dinner,false
10.21,11.25,Normal,false
6.65,13.46,Lunch,false
11.27,23.56,Dinner,true
4.76,45.41,Senior,true
14.31,0.69,Normal,false
14.45,26.73,Normal,false
5.45,47.6,Senior,true
5.68,55.86,Senior,true
4.51,54.04,Senior,true
6.06,11.2,Lunch,false
9.12,66.42,Normal,false
4.47,57.44,Senior,true
12.23,20.68,Normal,false
6.88,11.62,Normal,false
11.94,22.46,Dinner,false
2.45,55.95,Senior,true
4.79,47.45,Senior,true
