Time Entered (hr), Time Spend (min), Rushing, Senior
13.06,16.24,Normal,false
12.17,19.53,Dinner,false
4.71,53.73,Senior,true
11.64,20.84,Dinner,false
4.05,62.22,Normal,false
0.6,25.15,Normal,false
7.09,31.59,Normal,false
4.07,33.77,Normal,false
11.24,17.2,Dinner,false
0.24,6.39,Normal,false
12.82,51.41,Normal,false
7.01,66.19,Normal,false
14.59,0.41,Normal,false
2.21,19.01,Normal,false
14.23,37.49,Normal,false
14.88,0.12,Normal,false
12.58,39.69,Normal,false
6.64,13.92,Lunch,false
6.41,13.62,Lunch,false
12.26,16.63,Dinner,false
11.49,20.11,Dinner,false
9.81,51.34,Senior,true
0.98,58.8,Senior,true
2.11,51.94,Senior,true
14.09,13.75,Normal,false
3.8,23.97,Normal,false
8.51,51.1,Senior,true
9.96,25.9,Normal,false
3.67,13.8,Normal,false
8.12,55.99,Senior,true
8.45,16.7,Normal,false
8.6,17.29,Normal,false
8.0,22.35,Normal,false
8.76,34.98,Normal,false
0.86,11.47,Normal,false
7.6,56.29,Normal,false
9.47,22.05,Normal,false
6.38,10.44,Lunch,false
9.66,16.86,Normal,false
3.16,64.18,Normal,false
10.13,55.37,Senior,true
5.63,57.92,Senior,true
9.35,48.9,Senior,true
12.91,30.59,Normal,false
14.03,22.86,Normal,false
1.49,21.69,Normal,false
14.6,0.4,Normal,false
4.98,32.39,Normal,false
11.9,23.85,Dinner,false
6.77,9.87,Lunch,false
4.87,19.09,Normal,false
9.98,70.72,Normal,false
9.75,55.32,Normal,false
9.24,55.86,Normal,false
3.43,57.27,Senior,true
12.35,20.04,Dinner,false
10.18,6.06,Normal,false
6.0,6.81,Normal,false
11.5,23.23,Dinner,false
8.36,9.11,Normal,false
6.87,8.65,Lunch,false
11.39,23.98,Dinner,false
14.95,0.05,Normal,false
11.55,21.66,Dinner,true
12.42,22.47,Dinner,false
14.19,0.81,Normal,false
11.76,20.59,Dinner,false
14.42,24.77,Normal,false
14.59,13.85,Normal,false
10.31,23.49,Normal,false
8.63,48.22,Normal,false
1.65,52.53,Normal,false
11.81,22.85,Dinner,false
11.46,30.64,Normal,false
8.56,42.1,Normal,false
6.04,10.84,Lunch,false
6.42,7.87,Lunch,false
6.97,9.56,Lunch,false
6.93,21.52,Normal,false
14.9,0.1,Normal,false
9.25,48.14,Senior,true
11.18,19.11,Dinner,false
6.49,9.91,Lunch,false
12.12,21.88,Dinner,false
8.54,56.51,Senior,true
7.13,32.04,Normal,false
9.4,64.09,Normal,false
6.96,9.51,Lunch,false
8.39,52.31,Senior,true
12.67,10.49,Normal,false
2.25,29.14,Normal,false
11.99,21.73,Dinner,false
1.25,54.58,Senior,true
14.06,13.93,Normal,false
3.53,54.83,Senior,true
5.93,52.28,Senior,true
13.68,21.18,Normal,false
5.76,57.37,Senior,true
6.28,9.91,Lunch,false
11.68,18.07,Dinner,false
8.45,54.76,Senior,true
8.24,11.37,Normal,false
11.07,17.84,Dinner,false
13.24,14.76,Normal,false
6.42,7.52,Lunch,false
1.94,46.73,Senior,true
8.86,56.73,Normal,false
11.74,21.73,Dinner,false
6.92,13.12,Lunch,false
7.54,15.34,Normal,false
7.12,50.37,Senior,true
14.84,0.16,Normal,false
9.66,49.74,Senior,true
3.93,45.51,Senior,true
6.18,13.3,Lunch,false
10.18,39.64,Normal,false
6.48,7.38,Lunch,false
11.15,21.18,Dinner,false
11.62,20.58,Dinner,false
12.23,22.2,Dinner,false
6.93,11.84,Lunch,false
13.58,9.91,Normal,false
9.15,48.73,Normal,false
4.45,43.43,Normal,false
12.24,20.95,Dinner,false
6.35,54.45,Senior,true
8.23,30.12,Normal,false
11.75,21.26,Dinner,false
0.28,73.17,Normal,false
10.9,18.62,Normal,false
3.99,21.36,Normal,false
0.98,42.46,Normal,false
3.51,62.14,Normal,false
10.75,55.52,Normal,false
3.99,23.91,Normal,false
2.45,12.36,Normal,false
6.61,8.46,Lunch,false
14.54,0.46,Normal,false
9.99,23.0,Normal,false
8.76,64.41,Normal,false
11.16,16.53,Dinner,false
9.39,55.37,Normal,false
10.33,50.17,Senior,true
12.45,64.82,Normal,false
3.58,66.39,Normal,false
6.45,43.71,Normal,false
12.28,22.95,Dinner,false
1.34,20.33,Normal,false
14.46,12.31,Normal,false
9.0,58.7,Senior,true
7.84,15.41,Normal,false
6.38,13.45,Lunch,false
6.09,49.38,Senior,true
11.01,20.26,Dinner,false
10.38,57.6,Senior,true
6.36,7.05,Lunch,false
6.16,10.67,Lunch,false
11.68,20.65,Dinner,false
13.62,40.39,Normal,false
1.16,21.88,Normal,false
11.51,19.38,Dinner,false
13.6,26.31,Normal,false
9.49,9.11,Normal,false
4.1,57.57,Normal,false
6.46,9.99,Lunch,false
2.04,55.55,Senior,true
6.31,22.27,Normal,false
11.9,19.2,Dinner,false
0.59,48.03,Normal,false
7.32,51.48,Senior,true
13.37,13.51,Normal,false
11.12,23.92,Dinner,false
14.95,0.05,Normal,false
4.38,55.93,Senior,true
12.91,59.39,Normal,false
9.87,25.16,Normal,false
8.31,35.17,Normal,false
11.77,17.59,Dinner,false
1.19,46.99,Senior,true
2.6,67.74,Normal,false
6.78,7.98,Lunch,false
13.52,15.36,Normal,false
3.96,72.95,Normal,false
6.51,6.73,Lunch,false
8.15,10.96,Normal,false
12.02,16.38,Dinner,false
0.26,26.17,Normal,false
14.49,0.51,Normal,false
11.53,23.93,Dinner,false
14.77,0.23,Normal,false
11.24,41.53,Normal,false
11.94,63.36,Normal,false
0.85,58.09,Senior,true
10.92,23.89,Normal,false
8.01,42.69,Normal,false
11.5,22.02,Dinner,false
1.38,7.36,Normal,false
14.2,12.16,Normal,false
14.22,22.52,Normal,false
12.41,15.03,Normal,false
6.07,66.38,Normal,false
2.18,57.15,Normal,false
11.74,23.49,Dinner,false
7.82,40.96,Normal,false
12.28,13.79,Normal,false
1.86,54.15,Senior,true
13.08,6.38,Normal,false
11.79,19.32,Dinner,false
12.71,17.83,Normal,false
11.1,17.01,Normal,false
5.62,18.42,Normal,false
7.2,45.96,Senior,true
12.72,17.77,Normal,false
6.98,11.31,Lunch,false
9.57,70.13,Normal,false
6.29,8.87,Lunch,false
1.1,52.44,Senior,true
12.36,19.05,Dinner,false
2.65,26.34,Normal,false
4.25,59.62,Senior,true
11.84,11.55,Normal,false
6.66,10.94,Lunch,false
5.66,27.74,Normal,false
6.09,65.84,Normal,false
6.61,13.52,Lunch,false
13.28,18.5,Normal,false
4.85,21.37,Normal,false
